123.1937,1.8684,0.2792,-0.663,7.4286,-4.663
-421.8748,2.7601,1841.1365,12.2606,-4.033,8.2606
711.6739,2.6387,0.4511,-4.4646,12.3524,-8.4646
669.3241,2.7065,0.5394,-4.1951,12.2289,-8.1951
-9955.4175,3.3416,2205992100.0894,25.7874,-16.6032,21.7874
-853.2748,2.3163,13305.5929,13.5614,-6.3489,9.5614
-38.5259,1.5422,32.2094,7.763,-1.302,3.763
2551.1484,3.2341,0.6197,-9.039,17.9741,-13.039
44.8746,1.5979,0.3841,0.8805,5.6891,-3.1195
2157.0988,2.5117,-0.0467,-8.9615,16.4619,-12.9615
2811.8788,2.5296,-0.1173,-10.2268,17.7485,-14.2268
-13.822,0.5892,12.6136,6.2106,-1.3133,2.2106
11.3686,0.6378,0.0609,1.8994,3.3847,-2.1006
2384.9736,2.5135,-0.0784,-9.4334,16.9312,-13.4334
181.512,2.9373,1.2126,-0.4216,9.2126,-4.4216
276.9651,1.7772,-0.0923,-2.5886,8.9495,-6.5886
5458.7851,2.5192,-0.3489,-13.9532,21.4511,-17.9532
18625.5349,3.1717,-0.1057,-22.6118,31.5489,-26.6118
377.4468,2.0994,0.125,-3.0834,10.0167,-7.0834
920.6473,2.4803,0.2065,-5.5112,13.0413,-9.5112
1153.0828,2.3872,0.038,-6.4392,13.752,-10.4392
1556.6343,3.0085,0.559,-7.023,15.5442,-11.023
-157.7682,1.341,229.5167,9.0852,-3.458,5.0852
-4472.4669,2.536,14354572.9267,20.2135,-12.6862,16.2135
-984.2685,2.1089,21107.2377,13.7679,-6.9913,9.7679
6074.6896,3.1936,0.2898,-13.9535,22.8043,-17.9535
889.0991,2.2737,0.0115,-5.5935,12.7156,-9.5935
1895.4187,2.4736,-0.0416,-8.4108,15.8445,-12.4108
393.519,1.9226,-0.0659,-3.376,9.9464,-7.376
499.305,1.8979,-0.1708,-4.0886,10.56,-8.0886
2408.6453,2.9156,0.3204,-9.0787,17.3801,-13.0787
327.7407,2.0577,0.131,-2.7435,9.6252,-6.7435
-653.3826,2.1361,5947.0322,12.6645,-5.7688,8.6645
-219.4162,2.0712,428.1443,10.3285,-3.3277,6.3285
4.2251,0.557,0.8323,3.4193,2.5937,-0.5807
-5223.5604,3.1412,34422776.1302,21.6416,-12.9011,17.6416
345.0129,2.2328,0.2887,-2.7055,9.9256,-6.7055
7.1036,0.5363,0.2673,2.4646,2.9319,-1.5354
17.4838,1.3335,0.5299,2.0049,4.4414,-1.9951
2.9895,-1.5328,1.2318,4.206,0.2363,0.206
-13.2762,1.4001,13.0773,7.0045,-0.4721,3.0045
719.9225,1.8043,-0.3872,-5.3374,11.5543,-9.3374
2151.9195,2.5225,-0.035,-8.9395,16.4617,-12.9395
24869.0554,3.2938,-0.0799,-25.2678,34.5105,-29.2678
2.9857,-1.4324,1.258,4.226,0.2332,0.226
8088.2754,3.2557,0.2564,-15.8144,24.8073,-19.8144
-617.5952,1.9254,5062.9464,12.3116,-5.8273,8.3116
13.1617,0.7363,0.078,1.7974,3.6011,-2.2026
10926.7418,3.1346,0.035,-18.1532,26.9338,-22.1532
3.6296,-0.2329,0.3457,3.0642,1.7042,-0.9358
98.0849,1.5775,0.0697,-0.505,6.76,-4.505
-24.7049,1.5252,21.0302,7.4439,-0.8684,3.4439
3380.0983,3.1227,0.4144,-10.5887,19.2909,-14.5887
1523.0002,2.5528,0.1106,-7.3872,14.9993,-11.3872
6977.1691,3.1147,0.1647,-14.941,23.6415,-18.941
950.6696,2.2237,-0.0609,-5.8834,12.8956,-9.8834
3.6003,-0.5417,0.0586,2.7849,1.3905,-1.2151
-4.9429,0.6321,7.2952,5.9365,-0.6414,1.9365
20120.6231,3.016,-0.2871,-23.4844,32.1253,-27.4844
-101.6927,1.4635,111.3087,8.6263,-2.629,4.6263
3.136,-0.7069,0.5561,3.4439,1.1896,-0.5561
899.1061,2.5905,0.3245,-5.3165,13.0704,-9.3165
1208.7245,2.1087,-0.2562,-6.8997,13.6497,-10.8997
1366.5698,2.2751,-0.1309,-7.2199,14.2881,-11.2199
4564.7409,2.9066,0.0981,-12.4867,20.7554,-16.4867
2618.4738,2.6802,0.0571,-9.7208,17.5469,-13.7208
29.5355,1.0152,-0.027,0.9397,4.6321,-3.0603
10.6094,0.6032,0.0667,1.9599,3.2961,-2.0401
1025.0015,2.1584,-0.1514,-6.2242,13.0952,-10.2242
634.8081,1.8366,-0.3127,-4.8937,11.1972,-8.8937
1038.4903,2.2603,-0.0538,-6.1708,13.2438,-10.1708
2222.3689,2.5533,-0.0151,-9.059,16.6406,-13.059
1408.9168,2.2695,-0.1466,-7.3493,14.403,-11.3493
-190.5149,1.2934,324.6377,9.3224,-3.8408,5.3224
-3.7373,0.4288,6.4036,5.6816,-0.7215,1.6816
1391.1809,3.0258,0.6139,-6.5414,15.1092,-10.5414
-8.6638,0.5469,9.3866,5.9959,-1.0339,1.9959
52.0193,1.6901,0.4185,0.733,5.9656,-3.267
1018.6838,2.0037,-0.304,-6.356,12.9185,-10.356
15711.348,3.4839,0.2632,-20.7811,30.312,-24.7811
23.0599,1.4682,0.5347,1.7515,4.8341,-2.2485
-7247.4631,3.0174,254495891.5116,23.4092,-14.901,19.4092
110.8754,1.7572,0.2054,-0.5635,7.1391,-4.5635
6952.749,3.2536,0.3048,-14.7787,23.7567,-18.7787
4931.6843,3.0095,0.1752,-12.8428,21.3186,-16.8428
1508.0313,1.9245,-0.5144,-7.9743,14.3308,-11.9743
-1172.6419,1.8355,38337.3211,14.0331,-7.8265,10.0331
7329.5907,2.7146,-0.2518,-15.6741,23.5776,-19.6741
1024.9242,2.0945,-0.2153,-6.2879,13.031,-10.2879
232.07,1.8179,0.0088,-2.1121,8.5988,-6.1121
-229.5189,2.1411,468.6726,10.474,-3.3447,6.474
-77.1337,1.2222,74.2959,8.0722,-2.474,4.0722
3.6056,-0.1562,0.4401,3.165,1.7769,-0.835
64.4284,1.3006,-0.0527,-0.0177,5.86,-4.0177
2902.5921,2.3993,-0.2581,-10.5179,17.7778,-14.5179
-0.6096,0.2432,4.452,5.3493,-0.4801,1.3493
-43.0567,1.3451,36.1045,7.653,-1.6228,3.653
1603.7545,1.9702,-0.4892,-8.1871,14.6289,-12.1871
106.817,1.3489,-0.1896,-0.8986,6.6692,-4.8986
4364.9835,3.1902,0.3966,-11.9425,20.7779,-15.9425
-226.2611,2.6372,455.853,10.9459,-2.8208,6.9459
52.7809,1.415,0.1377,0.4338,5.7091,-3.5662
287.7766,1.3741,-0.5084,-3.0889,8.6343,-7.0889
2.9844,-1.5703,1.1011,4.0672,0.0676,0.0672
2.8829,-1.1384,1.2076,4.0658,-0.2131,0.0658
131.4569,2.0487,0.4366,-0.6155,7.7221,-4.6155
56.0495,1.418,0.1176,0.3368,5.7901,-3.6632
-8050.4808,3.4274,507226610.7472,24.474,-15.1379,20.474
3877.7374,2.5056,-0.2485,-11.955,19.4212,-15.955
-16259.4602,3.2155,100704608065.9208,29.3187,-20.3188,25.3187
-74.4974,1.5749,71.1803,8.3882,-2.0739,4.3882
2265.8532,2.5496,-0.0252,-9.1538,16.7267,-13.1538
-1696.0569,2.4342,152150.295,15.8876,-8.5233,11.8876
9012.1074,2.6945,-0.3409,-17.1487,25.0285,-21.1487
5017.0936,2.7784,-0.0616,-13.1774,21.1914,-17.1774
8062.0916,2.8003,-0.1979,-16.247,24.3289,-20.247
-3304.9421,2.4207,2957898.3639,18.6194,-11.3206,14.6194
13.2523,1.1226,0.4607,2.1744,3.9931,-1.8256
4460.2898,3.0398,0.239,-12.2182,20.753,-16.2182
320.2307,1.5986,-0.3202,-3.1414,9.1104,-7.1414
998.8354,2.6674,0.3663,-5.6199,13.5124,-9.6199
-5546.9667,2.9144,48887639.4439,21.7456,-13.4568,17.7456
208.1709,2.0524,0.2805,-1.6202,8.6044,-5.6202
-49.6551,0.9677,42.0876,7.3945,-2.1657,3.3945
-106.3879,1.8679,119.7073,9.0855,-2.2927,5.0855
78.6466,1.5697,0.1423,-0.1015,6.4135,-4.1015
2692.6598,3.0039,0.3715,-9.5354,18.0077,-13.5354
4545.0395,2.6142,-0.1929,-12.7538,20.4375,-16.7538
2244.6123,3.0088,0.4371,-8.6503,17.1422,-12.6503
7878.7734,2.6109,-0.3797,-16.2756,23.9768,-20.2756
364.2435,1.9313,-0.0311,-3.1539,9.7588,-7.1539
1105.7017,2.7738,0.4387,-5.8926,13.9841,-9.8926
1535.2646,2.481,0.0362,-7.4924,14.9602,-11.4924
-2377.4743,2.7225,629229.6269,17.483,-9.5674,13.483
514.1463,1.8291,-0.2494,-4.2453,10.5734,-8.2453
3165.5557,2.9502,0.2638,-10.4146,18.7735,-14.4146
-119.3286,1.541,143.1219,8.9029,-2.7973,4.9029
1289.6435,2.6871,0.3005,-6.5759,14.4749,-10.5759
-606.7374,2.1667,4816.0775,12.5087,-5.5387,8.5087
178.6837,1.5482,-0.171,-1.7754,7.7926,-5.7754
4039.2605,3.1472,0.3795,-11.5423,20.2915,-15.5423
-469.5764,2.1316,2414.3701,11.868,-4.9194,7.868
